age,drugs,ethnicity,height,income,orientation,sex,status
29,NA,white,190.5,-1,straight,m,single
29,sometimes,white,170.18,-1,straight,m,single
32,never,other,177.8,50000,straight,m,single
31,never,white,175.26,-1,straight,f,single
27,never,white,177.8,-1,straight,m,single
38,never,asian,154.94,-1,straight,f,single
31,never,white,165.1,-1,straight,f,single
49,NA,white,187.96,-1,gay,m,single
24,never,white,172.72,-1,straight,m,single
27,sometimes,white,190.5,-1,straight,m,single
27,never,black,160.02,-1,gay,f,single
31,NA,other,167.64000000000001,-1,straight,m,single
28,never,white,162.56,-1,bisexual,f,single
29,never,white,182.88,100000,straight,m,single
31,never,white,175.26,-1,straight,m,single
34,never,white,190.5,-1,gay,m,single
43,never,other,177.8,-1,straight,m,single
39,never,other,154.94,-1,straight,f,single
33,sometimes,other,160.02,-1,straight,f,single
33,never,asian,175.26,-1,straight,m,single
47,never,latin,175.26,-1,straight,f,single
48,NA,white,152.4,-1,straight,f,single
21,NA,other,165.1,-1,straight,f,single
29,sometimes,asian,167.64000000000001,80000,straight,m,single
31,never,asian,160.02,100000,straight,f,single
27,NA,white,175.26,-1,straight,m,single
29,never,white,175.26,-1,straight,m,single
54,never,white,175.26,-1,straight,m,single
62,never,white,177.8,-1,straight,m,single
25,NA,white,182.88,80000,straight,m,single
24,never,white,187.96,-1,straight,m,single
30,sometimes,asian,175.26,-1,straight,m,single
31,never,asian,165.1,-1,straight,f,single
31,often,other,182.88,70000,straight,m,single
30,never,asian,175.26,80000,gay,m,single
28,never,other,185.42000000000002,80000,straight,m,single
35,never,white,167.64000000000001,-1,straight,f,single
24,never,asian,162.56,-1,straight,f,coupled
38,sometimes,latin,177.8,50000,gay,m,single
30,never,white,172.72,-1,straight,m,single
29,NA,other,167.64000000000001,-1,bisexual,f,coupled
29,never,asian,157.48,-1,straight,f,single
46,never,latin,172.72,-1,gay,m,single
26,never,latin,175.26,-1,straight,m,single
28,never,other,180.34,-1,straight,m,single
29,NA,latin,162.56,-1,bisexual,m,single
33,never,other,172.72,-1,straight,m,single
38,never,white,180.34,-1,straight,m,single
30,never,white,177.8,100000,straight,m,single
26,never,other,182.88,-1,straight,m,single
36,never,asian,165.1,-1,straight,f,single
27,never,asian,167.64000000000001,20000,straight,m,single
30,never,white,182.88,-1,straight,m,single
62,never,white,182.88,-1,straight,m,single
26,NA,white,187.96,-1,gay,m,single
29,never,white,160.02,-1,straight,f,single
23,never,other,167.64000000000001,-1,gay,f,single
34,never,other,157.48,100000,straight,f,single
30,never,other,165.1,20000,straight,m,single
26,never,white,172.72,-1,straight,m,single
30,never,white,175.26,-1,straight,m,single
29,never,black,157.48,-1,straight,f,single
38,never,other,172.72,-1,straight,m,single
30,NA,other,180.34,-1,straight,f,single
29,never,white,157.48,-1,straight,f,single
26,sometimes,white,162.56,-1,bisexual,f,single
24,never,white,162.56,-1,bisexual,f,single
35,never,other,190.5,-1,gay,m,single
34,never,other,185.42000000000002,-1,straight,m,single
24,never,white,177.8,80000,straight,m,single
30,never,other,162.56,-1,straight,f,coupled
26,never,white,182.88,-1,straight,m,single
29,never,latin,170.18,-1,straight,m,single
39,never,other,180.34,-1,straight,m,single
26,NA,white,182.88,-1,straight,m,single
21,never,white,190.5,-1,straight,m,single
29,never,other,167.64000000000001,-1,straight,m,single
26,sometimes,white,175.26,-1,straight,f,coupled
24,never,white,182.88,-1,straight,m,single
43,NA,white,180.34,-1,straight,m,single
27,NA,other,177.8,-1,straight,f,single
58,sometimes,other,165.1,20000,straight,f,single
27,NA,other,182.88,-1,straight,m,single
24,never,white,187.96,-1,straight,m,single
24,sometimes,white,187.96,-1,straight,m,single
23,never,black,170.18,20000,straight,f,single
26,NA,white,185.42000000000002,-1,straight,m,single
35,never,white,170.18,-1,straight,m,coupled
48,never,asian,175.26,-1,straight,m,single
23,sometimes,white,162.56,-1,straight,f,single
33,NA,black,193.04,-1,straight,m,single
56,never,white,180.34,100000,straight,m,single
24,NA,white,175.26,-1,straight,m,single
28,never,other,160.02,50000,straight,f,single
20,never,other,190.5,-1,straight,m,single
26,never,other,180.34,100000,straight,m,single
24,NA,other,172.72,-1,bisexual,f,single
25,never,other,165.1,-1,straight,m,single
42,never,white,182.88,-1,straight,m,single
27,never,other,182.88,-1,straight,m,single
20,NA,other,162.56,-1,gay,f,single
39,never,other,175.26,-1,straight,m,single
24,never,white,182.88,-1,gay,m,single
23,never,white,180.34,-1,straight,m,single
45,never,other,182.88,-1,straight,m,single
25,never,asian,172.72,-1,straight,m,single
24,never,other,170.18,-1,straight,m,single
31,never,latin,170.18,-1,straight,m,single
34,never,other,182.88,-1,straight,m,single
30,never,latin,160.02,-1,straight,f,single
48,never,white,167.64000000000001,-1,gay,f,single
50,NA,other,165.1,-1,straight,f,single
47,never,latin,154.94,-1,straight,f,single
24,sometimes,other,170.18,30000,straight,f,single
40,never,black,170.18,-1,straight,m,single
30,sometimes,other,175.26,-1,straight,m,single
30,often,white,177.8,40000,straight,m,single
48,NA,asian,175.26,-1,straight,m,single
25,never,white,162.56,-1,straight,m,single
24,never,white,187.96,-1,straight,m,single
42,NA,other,190.5,50000,straight,m,single
35,never,white,160.02,-1,straight,f,single
28,NA,asian,165.1,-1,straight,m,single
25,never,other,182.88,20000,gay,m,single
38,sometimes,white,170.18,-1,bisexual,f,single
58,never,white,172.72,70000,straight,m,single
20,NA,latin,172.72,-1,straight,m,single
23,NA,white,185.42000000000002,-1,straight,m,single
33,never,white,170.18,20000,straight,f,single
54,never,white,162.56,-1,straight,f,single
26,never,latin,175.26,20000,straight,f,single
40,never,white,172.72,-1,straight,f,single
26,never,latin,165.1,-1,straight,f,single
29,never,asian,157.48,-1,straight,f,single
35,never,other,175.26,-1,straight,m,single
23,never,white,177.8,-1,straight,m,single
59,sometimes,white,165.1,-1,straight,f,single
25,never,white,182.88,-1,straight,m,single
27,sometimes,other,160.02,-1,gay,f,single
37,NA,other,172.72,-1,straight,m,single
21,never,latin,167.64000000000001,-1,straight,m,single
34,never,white,170.18,100000,straight,m,single
57,NA,white,160.02,-1,straight,f,single
24,NA,white,180.34,-1,straight,f,coupled
33,never,white,177.8,-1,straight,m,single
25,never,other,157.48,-1,straight,f,single
38,NA,white,180.34,-1,straight,m,single
22,never,latin,160.02,-1,straight,f,single
28,never,white,157.48,-1,straight,f,single
23,sometimes,other,154.94,-1,straight,f,single
22,never,white,175.26,20000,straight,m,single
37,NA,white,175.26,-1,straight,m,single
51,NA,white,185.42000000000002,-1,straight,m,single
25,never,other,172.72,-1,straight,m,single
28,sometimes,other,175.26,20000,bisexual,m,single
35,never,white,187.96,-1,straight,m,single
45,never,white,175.26,-1,straight,m,single
28,NA,white,182.88,-1,straight,m,single
37,never,white,193.04,-1,straight,m,single
37,sometimes,white,177.8,-1,straight,m,single
30,never,white,187.96,-1,straight,m,single
55,NA,other,177.8,-1,straight,m,single
40,never,white,180.34,150000,gay,m,single
24,never,white,180.34,1000000,straight,m,single
19,never,white,175.26,-1,gay,m,single
27,never,white,182.88,-1,straight,m,single
32,never,white,175.26,-1,straight,f,single
33,NA,white,185.42000000000002,-1,straight,m,single
23,never,black,190.5,20000,gay,m,single
30,NA,white,160.02,-1,straight,f,single
32,NA,asian,177.8,-1,straight,m,single
32,never,other,187.96,40000,straight,m,single
42,NA,other,175.26,-1,straight,m,single
26,never,white,160.02,-1,straight,f,single
28,sometimes,other,175.26,1000000,straight,m,single
31,NA,white,177.8,100000,straight,m,single
25,sometimes,white,175.26,-1,bisexual,m,single
31,sometimes,white,175.26,-1,straight,m,single
27,never,other,170.18,-1,straight,m,single
34,NA,white,185.42000000000002,-1,gay,m,single
34,never,asian,165.1,-1,straight,f,single
32,NA,white,162.56,-1,straight,f,single
26,NA,white,162.56,-1,straight,f,single
29,never,other,182.88,-1,straight,m,single
34,never,white,182.88,-1,straight,m,single
28,never,white,187.96,100000,straight,m,single
29,never,white,187.96,-1,straight,m,single
41,NA,black,182.88,-1,straight,m,single
27,often,other,170.18,-1,straight,m,single
36,never,other,170.18,-1,straight,f,single
33,never,white,182.88,-1,gay,m,single
45,never,other,170.18,-1,straight,m,single
58,never,white,185.42000000000002,-1,straight,m,single
34,never,other,154.94,-1,bisexual,f,single
33,never,white,190.5,40000,straight,m,single
27,sometimes,white,160.02,-1,bisexual,f,single
27,never,other,160.02,-1,straight,f,single
24,never,white,177.8,-1,straight,m,single
35,NA,white,182.88,500000,straight,m,single
26,sometimes,white,180.34,20000,bisexual,m,single
26,never,white,187.96,-1,straight,m,single
27,never,white,193.04,-1,gay,m,coupled
22,NA,white,177.8,-1,straight,f,single
27,never,white,180.34,30000,gay,m,single
29,NA,white,175.26,40000,straight,m,single
29,never,white,172.72,-1,straight,f,single
42,never,white,185.42000000000002,-1,straight,m,single
37,never,white,182.88,-1,gay,m,single
28,sometimes,white,187.96,60000,straight,m,single
26,sometimes,other,170.18,-1,straight,f,single
27,NA,other,175.26,-1,straight,m,single
23,never,latin,167.64000000000001,-1,straight,m,single
25,never,white,193.04,-1,straight,m,single
29,NA,white,177.8,80000,straight,m,single
32,never,white,170.18,-1,straight,m,single
34,never,white,162.56,-1,straight,f,single
37,never,white,182.88,-1,straight,m,single
21,sometimes,white,185.42000000000002,-1,straight,m,single
21,never,white,175.26,-1,gay,m,single
26,never,white,182.88,-1,straight,m,single
45,NA,white,165.1,-1,straight,m,single
26,sometimes,white,185.42000000000002,60000,straight,m,single
27,NA,white,157.48,20000,bisexual,f,coupled
26,never,white,177.8,-1,straight,m,single
22,sometimes,white,182.88,20000,straight,m,single
25,sometimes,white,170.18,-1,straight,f,single
22,never,white,162.56,20000,straight,f,single
26,NA,white,152.4,-1,gay,f,single
32,NA,white,167.64000000000001,-1,straight,m,single
28,NA,white,187.96,-1,straight,m,single
26,sometimes,white,185.42000000000002,-1,straight,m,single
35,sometimes,other,182.88,20000,gay,m,single
30,never,other,177.8,-1,straight,m,single
34,never,white,170.18,-1,straight,f,single
34,never,white,167.64000000000001,-1,straight,f,single
31,sometimes,white,180.34,100000,straight,m,single
26,never,other,170.18,-1,gay,f,coupled
31,never,other,170.18,-1,gay,m,single
40,NA,other,182.88,-1,straight,m,single
40,never,other,165.1,-1,straight,f,single
24,NA,white,162.56,-1,straight,f,single
25,NA,white,162.56,-1,straight,f,single
29,never,white,167.64000000000001,-1,straight,f,single
36,never,white,177.8,-1,straight,f,single
25,never,white,180.34,-1,straight,m,single
41,never,white,185.42000000000002,-1,straight,m,single
27,never,white,172.72,-1,straight,f,single
24,never,white,187.96,-1,straight,m,single
42,never,white,172.72,-1,straight,m,single
24,never,white,182.88,-1,gay,m,single
30,sometimes,white,180.34,-1,straight,m,single
25,never,other,160.02,-1,straight,f,single
26,NA,other,170.18,-1,gay,f,single
36,never,white,172.72,60000,gay,m,single
37,never,asian,177.8,-1,straight,m,single
35,never,other,182.88,-1,straight,m,single
39,NA,white,180.34,-1,straight,m,single
31,never,white,187.96,-1,straight,m,single
58,never,white,165.1,150000,straight,f,single
28,sometimes,white,175.26,40000,straight,m,single
36,never,white,175.26,-1,straight,m,single
31,never,white,160.02,-1,straight,f,single
51,never,white,172.72,-1,gay,m,single
40,NA,white,190.5,-1,straight,m,single
50,never,white,162.56,-1,straight,f,single
35,never,white,165.1,70000,straight,f,single
45,never,white,165.1,-1,straight,f,single
26,never,white,167.64000000000001,-1,straight,f,single
26,NA,other,172.72,-1,straight,f,single
26,sometimes,other,160.02,-1,bisexual,f,single
40,never,white,180.34,-1,straight,m,single
27,NA,other,195.58,-1,straight,m,single
22,sometimes,white,177.8,20000,straight,m,single
28,never,asian,172.72,-1,straight,m,coupled
55,never,white,182.88,-1,straight,m,single
25,NA,other,172.72,-1,gay,m,single
36,never,white,175.26,-1,straight,m,single
56,never,white,175.26,-1,straight,m,single
33,NA,other,185.42000000000002,-1,straight,m,single
30,never,white,185.42000000000002,-1,straight,m,single
34,never,white,182.88,-1,straight,m,single
44,NA,white,182.88,-1,straight,m,single
38,never,other,177.8,30000,bisexual,m,single
63,sometimes,white,175.26,-1,bisexual,m,single
34,never,latin,165.1,-1,straight,f,single
40,never,white,177.8,-1,straight,f,single
20,never,white,193.04,-1,straight,m,single
31,NA,white,162.56,-1,straight,f,single
27,sometimes,white,177.8,-1,straight,m,single
28,often,other,180.34,20000,straight,m,single
33,never,black,187.96,70000,straight,m,single
24,sometimes,other,187.96,20000,straight,m,single
26,never,white,190.5,-1,straight,m,single
26,never,asian,180.34,-1,straight,m,single
30,never,white,190.5,-1,bisexual,m,single
52,never,other,170.18,-1,straight,f,single
24,NA,asian,167.64000000000001,-1,straight,m,single
31,NA,white,172.72,-1,straight,m,single
29,never,other,182.88,40000,gay,m,single
24,never,other,180.34,250000,straight,m,single
25,NA,other,167.64000000000001,20000,straight,f,single
22,never,other,172.72,-1,straight,f,single
46,sometimes,white,165.1,-1,straight,f,single
25,NA,other,170.18,-1,bisexual,f,single
30,never,other,165.1,-1,straight,f,single
50,never,white,175.26,-1,gay,m,single
29,never,other,165.1,50000,straight,m,single
25,NA,other,175.26,-1,straight,m,single
29,sometimes,white,182.88,-1,straight,m,single
26,never,other,154.94,-1,straight,f,single
50,NA,white,154.94,60000,straight,f,single
18,never,latin,162.56,-1,gay,m,single
25,sometimes,other,165.1,-1,bisexual,f,single
30,never,white,170.18,30000,straight,f,single
29,sometimes,white,180.34,30000,straight,m,coupled
29,never,other,172.72,60000,straight,m,single
31,never,other,180.34,-1,bisexual,f,single
36,sometimes,white,165.1,-1,straight,f,single
21,NA,other,160.02,-1,bisexual,f,single
33,sometimes,white,177.8,-1,straight,m,single
31,NA,white,175.26,-1,straight,m,single
35,NA,white,182.88,-1,straight,m,single
30,never,white,195.58,40000,straight,m,single
36,never,asian,165.1,-1,straight,m,single
24,sometimes,white,185.42000000000002,-1,gay,m,single
44,never,black,177.8,-1,straight,f,single
22,sometimes,white,182.88,-1,straight,m,single
30,never,other,165.1,-1,straight,f,single
28,never,asian,167.64000000000001,-1,straight,m,single
38,sometimes,other,180.34,-1,gay,m,single
29,never,white,193.04,-1,straight,m,single
37,never,white,180.34,-1,straight,m,single
26,never,white,180.34,-1,straight,m,single
38,never,white,172.72,-1,gay,m,single
28,NA,white,152.4,-1,straight,f,single
25,sometimes,white,175.26,-1,bisexual,f,single
32,NA,white,190.5,-1,straight,m,single
28,never,white,175.26,-1,straight,m,single
24,sometimes,white,175.26,-1,straight,m,single
26,never,white,162.56,-1,straight,f,single
23,sometimes,white,185.42000000000002,-1,straight,m,single
27,sometimes,white,185.42000000000002,-1,straight,m,single
29,sometimes,other,172.72,-1,straight,m,single
22,NA,black,187.96,20000,straight,m,single
29,sometimes,other,180.34,-1,straight,m,single
23,NA,white,182.88,-1,straight,m,single
29,NA,other,180.34,100000,straight,m,single
43,never,other,180.34,40000,straight,f,single
37,sometimes,other,185.42000000000002,-1,bisexual,m,single
42,never,white,157.48,-1,straight,f,single
32,never,other,175.26,-1,straight,m,single
42,NA,white,167.64000000000001,60000,straight,f,single
24,sometimes,white,177.8,80000,straight,m,single
45,sometimes,white,172.72,-1,straight,m,single
34,sometimes,white,177.8,-1,straight,f,single
26,never,white,175.26,-1,straight,f,single
26,sometimes,white,182.88,-1,straight,m,single
26,never,white,190.5,-1,straight,m,single
25,NA,white,187.96,-1,straight,m,single
24,never,latin,177.8,-1,straight,m,single
19,never,white,175.26,-1,straight,m,single
28,never,white,162.56,-1,straight,f,single
31,NA,white,180.34,-1,gay,m,single
27,never,white,177.8,-1,straight,m,single
64,never,white,170.18,-1,straight,f,single
41,never,other,165.1,-1,straight,f,single
22,never,latin,167.64000000000001,-1,straight,m,single
21,never,asian,160.02,-1,straight,m,single
